일시,요일,등록기관,철도구분,사고 종류,철도사고 종류,주원인,근본원인별 그룹,근본원인별 원인,근본원인별 상세,총피해명,사망,부상(중상),경상,총 피해액(백만원),노선,노선방향,발생장소,기상상태,온도,안개유무,연도,발생장소a,발생장소b
2012-02-09,목,KORAIL,고속철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,작업자,부주의/오류,1,0,1,0,0,경부고속선,,오송,맑음,-15.3,0,2012,오송,
2012-02-07,화,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경춘선,,백양리,맑음,-15.3,0,2012,백양리,
2012-02-04,토,KORAIL,도시철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,경부선,,금정-군포,맑음,-15.3,0,2012,금정,군포
2012-02-02,목,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,작업자,부주의/오류,1,0,0,1,0,태백선,,예미,맑음,-15.3,0,2012,예미,
2012-02-02,목,KORAIL,도시철도,사고,충돌-탈선-화재,운전자-기타,인적요인,기관사,부주의/오류,0,0,0,0,22,수도권도시철도 1호선,상행선,서울역-종로5가,맑음,-15.3,0,2012,서울역,종로5가
2012-02-01,수,KORAIL,도시철도,사고,건널목사고,안내원-안전설비조작 잘못,인적요인,작업자,부주의/오류,0,0,0,0,0,경원선,,용산-서빙고,맑음,-0.3,0,2012,용산,서빙고
2012-01-28,토,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-출입문에 끼임,인적요인,여객,부주의/오류,1,0,1,0,0,과천선,,과천,맑음,-0.3,0,2012,과천,
2012-01-25,수,KORAIL,도시철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경부선,,병점-세류,맑음,3.4,0,2012,병점,세류
2012-01-19,목,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,역무원,부주의/오류,1,0,1,0,0,중앙선,,북영주,맑음,3.4,0,2012,북영주,
2012-01-18,수,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,불법행위,1,0,1,0,0,경인선,,오류동,맑음,3.4,0,2012,오류동,
2012-01-16,월,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)전기감전,인적요인,작업자,부주의/오류,1,0,1,0,0,경부선,,평택지제,맑음,3.4,0,2012,평택지제,
2012-01-16,월,KORAIL,고속철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,작업자,부주의/오류,1,0,0,1,0,경의선,,행신,맑음,3.4,0,2012,행신,
2012-01-15,일,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,경부선,,연화,맑음,3.4,0,2012,연화,
2012-01-14,토,KORAIL,도시철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,역무원,기타,1,0,1,0,0,수인분당선(구.분당선),,보정,맑음,3.4,0,2012,보정,
2012-01-13,금,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,작업자,기타,1,0,1,0,0,경부선,,부산기지,맑음,3.4,0,2012,부산기지,
2012-01-11,수,KORAIL,일반철도,사고,건널목사고,통행자(자동차)-차단기 돌파/우회,인적요인,공중,불법행위,1,1,0,0,0,동해남부선,,동래-부전,맑음,3.4,0,2012,동래,부전
2012-01-11,수,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경부선,,남영,맑음,3.4,0,2012,남영,
2012-01-11,수,KORAIL,일반철도,사고,건널목사고,안내원-차량출입통제 소홀,인적요인,작업자,부주의/오류,0,0,0,0,0,충북선,,공전-봉양,맑음,3.4,0,2012,공전,봉양
2012-01-10,화,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경원선,,창동,맑음,3.4,0,2012,창동,
2012-01-09,월,KORAIL,고속철도,사고,안전사상사고-직원,직원(안전)-작업장비에 끼임,인적요인,작업자,부주의/오류,1,0,1,0,0,경의선,,행신,맑음,3.4,0,2012,행신,
2012-01-07,토,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,8.14,경부선,,신동-왜관,맑음,2.2,0,2012,신동,왜관
2012-01-04,수,KORAIL,일반철도,사고,교통사상사고-직원,직원(교통)-부주의한 행동,인적요인,작업자,부주의/오류,1,1,0,0,0,경부선,,대전-세천,맑음,2.2,0,2012,대전,세천
2012-01-03,화,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,작업자,부주의/오류,1,0,1,0,0,경의선,,수색,맑음,2.2,0,2012,수색,
2011-12-30,금,KORAIL,도시철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,경인선,,오류동-온수,맑음,2.2,0,2011,오류동,온수
2011-12-30,금,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,0,1,0,0,호남선,,백양사-안평,맑음,2.2,0,2011,백양사,안평
2011-12-30,금,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,동해남부선,,효자-포항,맑음,2.2,0,2011,효자,포항
2011-12-28,수,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,동해남부선,,부전-거제,맑음,2.2,0,2011,부전,거제
2011-12-25,일,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,1.56,경부선,,전동-전의,맑음,2.2,0,2011,전동,전의
2011-12-25,일,KORAIL,도시철도,사고,안전사상사고-직원,직원(안전)-비산/낙하물 충격,인적요인,기관사,규정위반,1,0,0,1,0,경춘선,,대성리-청평,맑음,2.2,0,2011,대성리,청평
2011-12-25,일,KORAIL,도시철도,사고,안전사상사고-직원,직원(안전)-작업장비에 끼임,인적요인,작업자,부주의/오류,1,0,0,1,0,경원선,,광운대,맑음,2.2,0,2011,광운대,
2011-12-23,금,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-선로근접통행,인적요인,여객,불법행위,1,0,1,0,0,경의선,,백마,맑음,2.2,0,2011,백마,
2011-12-23,금,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경부선,,노량진,맑음,2.2,0,2011,노량진,
2011-12-22,목,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,동해남부선,,송정-해운대,맑음,2.2,0,2011,송정,해운대
2011-12-20,화,KORAIL,도시철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,경원선,,청량리-왕십리,맑음,2.2,0,2011,청량리,왕십리
2011-12-20,화,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-비산/낙하물 충격,인적요인,작업자,부주의/오류,1,0,1,0,0,경부선,,수원,맑음,2.2,0,2011,수원,
2011-12-17,토,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,경전선,,북송정-광주송정,맑음,2.2,0,2011,북송정,광주송정
2011-12-16,금,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,경부선,,금정-군포,맑음,2.2,0,2011,금정,군포
2011-12-14,수,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,0,1,0,0,경원선,,초성리-소요산,맑음,2.2,0,2011,초성리,소요산
2011-12-12,월,KORAIL,도시철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,0,1,0,0,안산선,,안산-신길온천,맑음,2.2,0,2011,안산,신길온천
2011-12-10,토,KORAIL,도시철도,사고,안전사상사고-여객,여객(안전)-승강장(역) 추락,인적요인,여객,불법행위,1,0,1,0,0,수인분당선(구.분당선),,태평,맑음,-3.6,0,2011,태평,
2011-12-09,금,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,0,1,0,0,경인선,,중동,맑음,-3.6,0,2011,중동,
2011-12-07,수,KORAIL,도시철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,경원선,,광운대-월계,맑음,5.1,0,2011,광운대,월계
2011-12-07,수,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-승하차시 넘어짐,인적요인,여객,부주의/오류,1,0,0,1,0,경인선,,백운,맑음,5.1,0,2011,백운,
2011-12-05,월,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,작업자,부주의/오류,1,0,1,0,0,기타선,,우암,맑음,5.1,0,2011,우암,
2011-12-05,월,KORAIL,일반철도,사고,건널목사고,통행자(자동차)-일단정지 무시횡단,인적요인,공중,불법행위,0,0,0,0,0.13,경전선,,중리-함안,맑음,5.1,0,2011,중리,함안
2011-12-03,토,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,경부선,,구미-약목,맑음,5.1,0,2011,구미,약목
2011-12-01,목,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,0,1,0,0,경부선,,성환,맑음,5.1,0,2011,성환,
2011-11-28,월,KORAIL,일반철도,사고,안전사상사고-공중,공중(안전)-전기감전,인적요인,공중,불법행위,1,0,1,0,0,기타선,,가야,맑음,5.1,0,2011,가야,
2011-11-28,월,KORAIL,고속철도,사고,안전사상사고-직원,직원(안전)-작업장비에 끼임,인적요인,작업자,부주의/오류,1,0,1,0,0,경의선,,행신,맑음,5.1,0,2011,행신,
2011-11-26,토,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경부선,,노량진,맑음,5.1,0,2011,노량진,
2011-11-20,일,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0.47,호남선,,하남-북송정,맑음,27.2,0,2011,하남,북송정
2011-11-17,목,KORAIL,도시철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,경부선,,군포-금정,맑음,27.2,0,2011,군포,금정
2011-11-16,수,KORAIL,일반철도,사고,안전사상사고-공중,공중(안전)-전기감전,인적요인,공중,불법행위,1,0,1,0,0,중앙선,,지평,맑음,27.2,0,2011,지평,
2011-11-14,월,KORAIL,일반철도,사고,건널목사고,통행자(자동차)-차단기 돌파/우회,인적요인,공중,불법행위,0,0,0,0,0,중앙선,,신녕-갑현,맑음,27.2,0,2011,신녕,갑현
2011-11-14,월,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-기타,인적요인,역무원,부주의/오류,1,0,1,0,0,경부선,,약목,맑음,27.2,0,2011,약목,
2011-11-13,일,KORAIL,도시철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,경인선,,부평-백운,맑음,27.2,0,2011,부평,백운
2011-11-12,토,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,수인분당선(구.분당선),,오리,맑음,27.2,0,2011,오리,
2011-11-10,목,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-승하차시 넘어짐,인적요인,여객,부주의/오류,1,0,0,1,0,안산선,,반월,맑음,27.2,0,2011,반월,
2011-11-06,일,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,영동선,,안인-강릉,맑음,27.2,0,2011,안인,강릉
2011-11-06,일,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,0,1,0,0,장항선,,온양온천,맑음,27.2,0,2011,온양온천,
2011-11-05,토,KORAIL,도시철도,사고,안전사상사고-직원,직원(안전)전기감전,인적요인,작업자,부주의/오류,1,0,0,1,0,경부선,,구로차량,맑음,27.2,0,2011,구로차량,
2011-11-04,금,KORAIL,도시철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,0,1,0,0,경부선,,성환,맑음,27.2,0,2011,성환,
2011-11-04,금,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경부선,,세류,맑음,27.2,0,2011,세류,
2011-11-03,목,KORAIL,고속철도,사고,안전사상사고-직원,직원(안전)-작업장비에 끼임,인적요인,작업자,부주의/오류,1,0,1,0,0,경부선,,부산기지,맑음,27.2,0,2011,부산기지,
2011-11-01,화,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,경전선,,완사-북천,맑음,27.2,0,2011,완사,북천
2011-10-28,금,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경부선,,안양,맑음,27.2,0,2011,안양,
2011-10-27,목,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경인선,,오류동,맑음,27.2,0,2011,오류동,
2011-10-26,수,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)전기감전,인적요인,작업자,부주의/오류,1,0,0,1,0,경의선,,행신,맑음,27.2,0,2011,행신,
2011-10-26,수,KORAIL,일반철도,사고,안전사상사고-공중,공중(안전)-전기감전,인적요인,공중,불법행위,1,1,0,0,0,경원선,,광운대,맑음,27.2,0,2011,광운대,
2011-10-25,화,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장비에 끼임,인적요인,작업자,부주의/오류,1,0,0,1,0,경원선,,연천-대광리,맑음,27.2,0,2011,연천,대광리
2011-10-24,월,KORAIL,일반철도,사고,안전사상사고-공중,공중(안전)-전기감전,인적요인,공중,불법행위,1,0,1,0,0,경부선,,평택-신창,맑음,27.2,0,2011,평택,신창
2011-10-18,화,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)전기감전,인적요인,작업자,부주의/오류,1,0,0,1,0,경부선,,구포,맑음,27.2,0,2011,구포,
2011-10-17,월,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,작업자,부주의/오류,1,0,1,0,0,경부선,,부산,맑음,27.2,0,2011,부산,
2011-10-15,토,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,승무원(기관사외),부주의/오류,1,0,1,0,0,경부선,,김천,맑음,27.2,0,2011,김천,
2011-10-15,토,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-승하차시 넘어짐,인적요인,여객,부주의/오류,1,0,0,1,0,경부선,,평택,맑음,27.2,0,2011,평택,
2011-10-13,목,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,호남선,,가수원-흑석리,맑음,27.2,0,2011,가수원,흑석리
2011-10-12,수,KORAIL,고속철도,사고,안전사상사고-직원,직원(안전)-기타,인적요인,작업자,부주의/오류,1,0,1,0,0,경부선,,영동-김천,맑음,27.2,0,2011,영동,김천
2011-10-06,목,KORAIL,일반철도,사고,안전사상사고-공중,공중(안전)-전기감전,인적요인,공중,불법행위,1,0,1,0,0,태백선,,민둥산-사북,비,27.2,0,2011,민둥산,사북
2011-10-04,화,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,0,1,0,0,전라선,,압록-곡성,비,27.2,0,2011,압록,곡성
2011-10-03,월,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,일산선,,주엽,비,27.2,0,2011,주엽,
2011-09-30,금,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,중앙선,,망우,비,27.2,0,2011,망우,
2011-09-28,수,KORAIL,도시철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,경부선,,성균관대-화서,비,27.2,0,2011,성균관대,화서
2011-09-27,화,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,경전선,,개양-남문산,비,27.2,0,2011,개양,남문산
2011-09-26,월,KORAIL,도시철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,중앙선,,중랑-상봉,비,27.2,0,2011,중랑,상봉
2011-09-24,토,KORAIL,일반철도,사고,안전사상사고-여객,여객(안전)-전기감전,인적요인,여객,불법행위,1,0,1,0,0,경부선,,왜관,비,27.2,0,2011,왜관,
2011-09-23,금,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,충북선,,충주-목행,비,27.2,0,2011,충주,목행
2011-09-12,월,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경인선,,소사,비,27.2,0,2011,소사,
2011-09-10,토,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장비에 끼임,인적요인,승무원(기관사외),부주의/오류,1,0,0,1,0,경부선,,의왕,비,27.2,0,2011,의왕,
2011-09-10,토,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-기타,인적요인,여객,불법행위,1,1,0,0,0,경부선,,오산-송탄,비,27.2,0,2011,오산,송탄
2011-09-09,금,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,작업자,부주의/오류,1,0,0,1,0,전라선,,순천,비,27.2,0,2011,순천,
2011-09-09,금,KORAIL,도시철도,사고,안전사상사고-여객,여객(안전)-승강장(역) 추락,인적요인,여객,부주의/오류,1,0,1,0,0,경부선,,남영,비,27.2,0,2011,남영,
2011-09-07,수,KORAIL,일반철도,사고,교통사상사고-직원,직원(교통)-부주의한 행동,인적요인,작업자,부주의/오류,1,0,1,0,0,경부선,,대구,비,27.2,0,2011,대구,
2011-09-06,화,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,동해남부선,,효자-포항,비,27.2,0,2011,효자,포항
2011-09-02,금,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,장항선,,장항,비,27.2,0,2011,장항,
2011-09-01,목,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,작업자,부주의/오류,1,0,0,1,0,경부선,,대구,비,27.2,0,2011,대구,
2011-08-31,수,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-비산/낙하물 충격,인적요인,작업자,부주의/오류,1,0,0,1,0,경부선,,서울역,비,27.2,0,2011,서울역,
2011-08-30,화,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,0,1,0,0,동해남부선,,월내-남창,비,27.2,0,2011,월내,남창
2011-08-30,화,KORAIL,고속철도,사고,안전사상사고-직원,직원(안전)-기타,인적요인,작업자,부주의/오류,1,0,1,0,0,경부선,,영동,비,27.2,0,2011,영동,
2011-08-30,화,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,0,0,1,0,중앙선,,상봉,비,27.2,0,2011,상봉,
2011-08-29,월,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장비에 끼임,인적요인,작업자,부주의/오류,1,0,0,1,0,호남선,,광주,비,27.2,0,2011,광주,
2011-08-27,토,KORAIL,도시철도,사고,안전사상사고-여객,여객(안전)-승강장(역) 추락,인적요인,여객,부주의/오류,1,0,0,1,0,수인분당선(구.분당선),,오리,비,27.2,0,2011,오리,
2011-08-26,금,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-기타,인적요인,작업자,부주의/오류,1,0,1,0,0,경부선,,대전조차장,비,27.2,0,2011,대전조차장,
2011-08-25,목,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,경부선,,왜관-약목,비,27.2,0,2011,왜관,약목
2011-08-24,수,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,영동선,,봉화-문단,비,27.2,0,2011,봉화,문단
2011-08-21,일,KORAIL,도시철도,사고,안전사상사고-여객,여객(안전)-승강장(역) 추락,인적요인,여객,부주의/오류,1,0,0,1,0,경의선,,대곡,비,27.2,0,2011,대곡,
2011-08-20,토,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-출입문에 끼임,인적요인,여객,부주의/오류,1,0,0,1,0,호남선,,익산,비,27.2,0,2011,익산,
2011-08-20,토,KORAIL,도시철도,사고,안전사상사고-여객,여객(안전)-엘리베이터/에스컬레이터 추락/넘어짐,외적요인,환경요인,기타(환경),1,0,0,1,0,중앙선,,양평,비,27.2,0,2011,양평,
2011-08-18,목,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,경전선,,보성-이양,비,27.2,0,2011,보성,이양
2011-08-17,수,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-출입문에 끼임,인적요인,여객,부주의/오류,1,0,0,1,0,호남선,,서대전-가수원,비,27.2,0,2011,서대전,가수원
2011-08-17,수,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,경부선,,조치원-서창,비,27.2,0,2011,조치원,서창
2011-08-16,화,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,장항선,,청소-주포,비,27.2,0,2011,청소,주포
2011-08-15,월,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-출입문에 끼임,인적요인,여객,부주의/오류,2,0,0,2,0,과천선,,평촌동,비,27.2,0,2011,평촌동,
2011-08-13,토,KORAIL,도시철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,경인선,,소사-부천,비,27.2,0,2011,소사,부천
2011-08-12,금,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-승하차시 넘어짐,인적요인,여객,부주의/오류,1,0,0,1,0,장항선,,대천,구름,26,0,2011,대천,
2011-08-10,수,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,작업자,부주의/오류,1,1,0,0,0,부산신항선,,부산신항,구름,26,0,2011,부산신항,
2011-08-10,수,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,동해남부선,,모화-호계,구름,26,0,2011,모화,호계
2011-08-09,화,KORAIL,고속철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,6.01,경부선,,지천-대구,비,28,0,2011,지천,대구
2011-08-08,월,KORAIL,일반철도,사고,건널목사고,통행자(자동차)-건널목 통과지체,인적요인,공중,불법행위,0,0,0,0,1.06,동해남부선,,모화-입실,비,28,0,2011,모화,입실
2011-08-04,목,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,0,1,0,0,경전선,,옥곡-하동,구름,26.1,0,2011,옥곡,하동
2011-08-01,월,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장비에 끼임,인적요인,작업자,부주의/오류,1,0,0,1,0,경북선,,영주,맑음,28,0,2011,영주,
2011-07-31,일,KORAIL,일반철도,사고,안전사상사고-여객,여객(안전)-전기감전,인적요인,여객,불법행위,1,0,1,0,0,호남선,,김제,맑음,28,0,2011,김제,
2011-07-30,토,KORAIL,고속철도,사고,건널목사고,통행자(자동차)-일단정지 무시횡단,인적요인,공중,불법행위,1,1,0,0,177.328,경부선,,전의-전동,맑음,28,0,2011,전의,전동
2011-07-30,토,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,일산선,,삼송,맑음,28,0,2011,삼송,
2011-07-29,금,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,작업자,부주의/오류,1,0,1,0,0,경부선,,천안,맑음,28,0,2011,천안,
2011-07-27,수,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경인선,,간석,맑음,28,0,2011,간석,
2011-07-26,화,KORAIL,일반철도,사고,건널목사고,통행자(자동차)-차단기 돌파/우회,인적요인,공중,불법행위,1,0,1,0,0,기타선,,민둥산-나전,맑음,28,0,2011,민둥산,나전
2011-07-20,수,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,동해남부선,,서생-남창,비,22.4,0,2011,서생,남창
2011-07-20,수,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-비산/낙하물 충격,인적요인,작업자,부주의/오류,1,0,1,0,0,호남선,,함평-무안,비,22.4,0,2011,함평,무안
2011-07-18,월,KORAIL,일반철도,사고,안전사상사고-공중,공중(안전)-전기감전,인적요인,공중,부주의/오류,1,1,0,0,0,경부선,,삼랑진-원동,비,22.4,0,2011,삼랑진,원동
2011-07-16,토,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,0,1,0,0,동해남부선,,송정-기장,비,22.4,0,2011,송정,기장
2011-07-13,수,KORAIL,도시철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,경원선,,광운대,비,22.4,0,2011,광운대,
2011-07-13,수,KORAIL,고속철도,사고,안전사상사고-직원,직원(안전)-기타,인적요인,작업자,기타,1,0,0,1,0,경부고속선,,약목,비,22.4,0,2011,약목,
2011-07-12,화,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,작업자,부주의/오류,1,0,0,1,0,기타선,,부산기지,비,22.4,0,2011,부산기지,
2011-07-07,목,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경원선,,도봉산,맑음,26,0,2011,도봉산,
2011-07-03,일,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경의선,하행선,금촌,맑음,26,0,2011,금촌,
2011-07-02,토,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-선로근접통행,인적요인,여객,부주의/오류,1,0,1,0,0,중앙선,상행선,도심,맑음,26,0,2011,도심,
